,filename,bounding_boxes
19998,..\MarioNet64_Color\frame_12922.jpg,"[(372, 61, 286, 320), (270, 246, 76, 53), (135, 173, 217, 136), (84, 83, 56, 97), (186, 7, 112, 51)]"
19999,..\MarioNet64_Color\frame_12922.jpg,"[0, 4, 4, 4, 4]"
20000,..\MarioNet64_Color\frame_12923.jpg,"[(373, 61, 285, 320), (270, 247, 76, 52), (135, 240, 94, 69), (158, 173, 194, 83), (80, 83, 61, 97), (187, 5, 112, 53)]"
20001,..\MarioNet64_Color\frame_12923.jpg,"[0, 4, 4, 4, 4, 4]"
20002,..\MarioNet64_Color\frame_12924.jpg,"[(373, 61, 285, 320), (270, 247, 76, 52), (135, 173, 217, 136), (80, 83, 61, 97), (187, 5, 112, 53)]"
20003,..\MarioNet64_Color\frame_12924.jpg,"[0, 4, 4, 4, 4]"
20004,..\MarioNet64_Color\frame_12925.jpg,"[(375, 62, 284, 319), (267, 245, 79, 54), (135, 173, 217, 136), (79, 84, 61, 96), (186, 10, 113, 48)]"
20005,..\MarioNet64_Color\frame_12925.jpg,"[0, 4, 4, 4, 4]"
20006,..\MarioNet64_Color\frame_12926.jpg,"[(375, 62, 284, 319), (267, 245, 79, 54), (135, 173, 217, 136), (79, 84, 61, 96), (186, 10, 113, 48)]"
20007,..\MarioNet64_Color\frame_12926.jpg,"[0, 4, 4, 4, 4]"
20008,..\MarioNet64_Color\frame_12927.jpg,"[(375, 62, 284, 319), (267, 245, 79, 54), (135, 173, 217, 136), (79, 84, 61, 96), (186, 10, 113, 48)]"
20009,..\MarioNet64_Color\frame_12927.jpg,"[0, 4, 4, 4, 4]"
20010,..\MarioNet64_Color\frame_12928.jpg,"[(375, 62, 284, 319), (267, 245, 79, 54), (135, 173, 217, 136), (79, 84, 61, 96), (186, 10, 113, 48)]"
20011,..\MarioNet64_Color\frame_12928.jpg,"[0, 4, 4, 4, 4]"
20012,..\MarioNet64_Color\frame_12929.jpg,"[(376, 62, 283, 319), (270, 246, 76, 53), (135, 173, 217, 136), (78, 85, 62, 95), (186, 6, 113, 52)]"
20013,..\MarioNet64_Color\frame_12929.jpg,"[0, 4, 4, 4, 4]"
20014,..\MarioNet64_Color\frame_12930.jpg,"[(376, 62, 283, 319), (270, 246, 76, 53), (135, 173, 217, 136), (78, 85, 62, 95), (186, 6, 113, 52)]"
20015,..\MarioNet64_Color\frame_12930.jpg,"[0, 4, 4, 4, 4]"
20016,..\MarioNet64_Color\frame_12931.jpg,"[(376, 62, 283, 319), (270, 246, 76, 53), (135, 173, 217, 136), (78, 85, 62, 95), (186, 6, 113, 52)]"
20017,..\MarioNet64_Color\frame_12931.jpg,"[0, 4, 4, 4, 4]"
20018,..\MarioNet64_Color\frame_12932.jpg,"[(376, 62, 283, 319), (270, 246, 76, 53), (135, 173, 217, 136), (78, 85, 62, 95), (186, 6, 113, 52)]"
20019,..\MarioNet64_Color\frame_12932.jpg,"[0, 4, 4, 4, 4]"
20020,..\MarioNet64_Color\frame_12933.jpg,"[(377, 63, 282, 318), (270, 247, 76, 52), (136, 173, 216, 136), (76, 87, 64, 94), (186, 7, 112, 51)]"
20021,..\MarioNet64_Color\frame_12933.jpg,"[0, 4, 4, 4, 4]"
20022,..\MarioNet64_Color\frame_12934.jpg,"[(377, 63, 282, 318), (270, 247, 76, 52), (136, 173, 216, 136), (76, 87, 64, 94), (186, 7, 112, 51)]"
20023,..\MarioNet64_Color\frame_12934.jpg,"[0, 4, 4, 4, 4]"
20024,..\MarioNet64_Color\frame_12935.jpg,"[(377, 63, 282, 318), (270, 247, 76, 52), (136, 173, 216, 136), (76, 87, 64, 94), (186, 7, 112, 51)]"
20025,..\MarioNet64_Color\frame_12935.jpg,"[0, 4, 4, 4, 4]"
20026,..\MarioNet64_Color\frame_12936.jpg,"[(382, 68, 276, 313), (264, 246, 83, 54), (135, 240, 91, 71), (77, 91, 87, 94), (156, 69, 206, 187), (183, 15, 116, 58)]"
20027,..\MarioNet64_Color\frame_12936.jpg,"[0, 4, 4, 4, 4, 4]"
20028,..\MarioNet64_Color\frame_12937.jpg,"[(383, 70, 276, 311), (268, 247, 79, 53), (135, 245, 95, 66), (77, 93, 87, 94), (157, 70, 204, 187), (182, 14, 117, 61)]"
20029,..\MarioNet64_Color\frame_12937.jpg,"[0, 4, 4, 4, 4, 4]"
20030,..\MarioNet64_Color\frame_12938.jpg,"[(383, 72, 275, 309), (268, 247, 78, 53), (134, 245, 96, 65), (77, 95, 87, 93), (156, 70, 205, 187), (183, 15, 116, 60)]"
20031,..\MarioNet64_Color\frame_12938.jpg,"[0, 4, 4, 4, 4, 4]"
20032,..\MarioNet64_Color\frame_12939.jpg,"[(383, 72, 275, 309), (268, 247, 78, 53), (77, 95, 88, 93), (134, 70, 227, 240), (183, 15, 116, 60)]"
20033,..\MarioNet64_Color\frame_12939.jpg,"[0, 4, 4, 4, 4]"
20034,..\MarioNet64_Color\frame_12940.jpg,"[(384, 72, 274, 309), (269, 247, 78, 53), (76, 98, 88, 91), (136, 70, 225, 239), (182, 15, 118, 60)]"
20035,..\MarioNet64_Color\frame_12940.jpg,"[0, 4, 4, 4, 4]"
20036,..\MarioNet64_Color\frame_12941.jpg,"[(384, 72, 274, 309), (269, 247, 78, 53), (76, 98, 88, 91), (136, 70, 225, 239), (182, 15, 118, 60)]"
20037,..\MarioNet64_Color\frame_12941.jpg,"[0, 4, 4, 4, 4]"
20038,..\MarioNet64_Color\frame_12942.jpg,"[(384, 72, 274, 309), (269, 247, 78, 53), (76, 98, 88, 91), (136, 70, 225, 239), (182, 15, 118, 59)]"
20039,..\MarioNet64_Color\frame_12942.jpg,"[0, 4, 4, 4, 4]"
20040,..\MarioNet64_Color\frame_12943.jpg,"[(384, 73, 273, 308), (269, 247, 78, 53), (135, 245, 94, 64), (76, 100, 88, 92), (157, 69, 204, 188), (183, 12, 116, 70)]"
20041,..\MarioNet64_Color\frame_12943.jpg,"[0, 4, 4, 4, 4, 4]"
20042,..\MarioNet64_Color\frame_12944.jpg,"[(384, 73, 273, 308), (269, 247, 78, 53), (135, 245, 94, 64), (76, 100, 88, 92), (157, 69, 204, 188), (183, 12, 116, 70)]"
20043,..\MarioNet64_Color\frame_12944.jpg,"[0, 4, 4, 4, 4, 4]"
20044,..\MarioNet64_Color\frame_12945.jpg,"[(384, 73, 273, 308), (269, 247, 78, 53), (76, 100, 88, 92), (135, 69, 226, 240), (183, 12, 116, 70)]"
20045,..\MarioNet64_Color\frame_12945.jpg,"[0, 4, 4, 4, 4]"
20046,..\MarioNet64_Color\frame_12946.jpg,"[(384, 74, 273, 307), (269, 247, 78, 53), (78, 103, 91, 92), (135, 69, 227, 242), (187, 14, 111, 66)]"
20047,..\MarioNet64_Color\frame_12946.jpg,"[0, 4, 4, 4, 4]"
20048,..\MarioNet64_Color\frame_12947.jpg,"[(384, 74, 273, 307), (269, 247, 78, 53), (78, 103, 91, 92), (135, 69, 227, 242), (187, 14, 111, 66)]"
20049,..\MarioNet64_Color\frame_12947.jpg,"[0, 4, 4, 4, 4]"
20050,..\MarioNet64_Color\frame_12948.jpg,"[(385, 75, 273, 306), (269, 247, 77, 53), (85, 69, 270, 241), (187, 7, 112, 69)]"
20051,..\MarioNet64_Color\frame_12948.jpg,"[0, 4, 4, 4]"
20052,..\MarioNet64_Color\frame_12949.jpg,"[(385, 75, 273, 306), (269, 247, 77, 53), (87, 69, 267, 240), (182, 7, 117, 69)]"
20053,..\MarioNet64_Color\frame_12949.jpg,"[0, 4, 4, 4]"
20054,..\MarioNet64_Color\frame_12950.jpg,"[(392, 96, 253, 285), (263, 237, 75, 53), (86, 61, 268, 240), (179, 4, 115, 67)]"
20055,..\MarioNet64_Color\frame_12950.jpg,"[0, 4, 4, 4]"
20056,..\MarioNet64_Color\frame_12951.jpg,"[(392, 96, 253, 285), (263, 237, 75, 53), (86, 61, 268, 240), (179, 4, 115, 67)]"
20057,..\MarioNet64_Color\frame_12951.jpg,"[0, 4, 4, 4]"
20058,..\MarioNet64_Color\frame_12952.jpg,"[(419, 142, 173, 239), (246, 207, 68, 59), (79, 106, 85, 82), (125, 52, 206, 230), (155, 4, 113, 53)]"
20059,..\MarioNet64_Color\frame_12952.jpg,"[0, 4, 4, 4, 4]"
20060,..\MarioNet64_Color\frame_12953.jpg,"[(419, 142, 173, 239), (246, 207, 68, 59), (79, 106, 85, 82), (125, 52, 206, 230), (155, 4, 113, 53)]"
20061,..\MarioNet64_Color\frame_12953.jpg,"[0, 4, 4, 4, 4]"
20062,..\MarioNet64_Color\frame_12954.jpg,"[(419, 142, 173, 239), (246, 206, 68, 60), (79, 106, 85, 82), (125, 52, 206, 230), (156, 4, 112, 53)]"
20063,..\MarioNet64_Color\frame_12954.jpg,"[0, 4, 4, 4, 4]"
20064,..\MarioNet64_Color\frame_12955.jpg,"[(429, 156, 145, 225), (231, 212, 74, 44), (84, 104, 79, 83), (119, 50, 203, 224), (142, 4, 112, 57)]"
20065,..\MarioNet64_Color\frame_12955.jpg,"[0, 4, 4, 4, 4]"
20066,..\MarioNet64_Color\frame_12956.jpg,"[(429, 156, 145, 225), (231, 212, 74, 44), (84, 104, 79, 83), (119, 50, 203, 224), (142, 4, 112, 57)]"
20067,..\MarioNet64_Color\frame_12956.jpg,"[0, 4, 4, 4, 4]"
20068,..\MarioNet64_Color\frame_12957.jpg,"[(429, 156, 145, 225), (231, 212, 74, 44), (84, 104, 79, 83), (119, 50, 203, 224), (142, 4, 112, 57)]"
20069,..\MarioNet64_Color\frame_12957.jpg,"[0, 4, 4, 4, 4]"
20070,..\MarioNet64_Color\frame_12958.jpg,"[(437, 167, 123, 202), (227, 206, 69, 37), (87, 104, 81, 81), (127, 48, 187, 221), (141, 4, 103, 55)]"
20071,..\MarioNet64_Color\frame_12958.jpg,"[0, 4, 4, 4, 4]"
20072,..\MarioNet64_Color\frame_12959.jpg,"[(437, 167, 123, 202), (227, 206, 69, 37), (87, 104, 81, 81), (124, 48, 190, 221), (141, 4, 103, 55)]"
20073,..\MarioNet64_Color\frame_12959.jpg,"[0, 4, 4, 4, 4]"
20074,..\MarioNet64_Color\frame_12960.jpg,"[(443, 175, 107, 178), (223, 204, 66, 37), (95, 107, 76, 78), (125, 52, 181, 214), (133, 4, 105, 59)]"
20075,..\MarioNet64_Color\frame_12960.jpg,"[0, 4, 4, 4, 4]"
20076,..\MarioNet64_Color\frame_12961.jpg,"[(450, 181, 93, 158), (222, 204, 63, 33), (106, 110, 74, 75), (133, 51, 173, 212), (125, 4, 110, 62)]"
20077,..\MarioNet64_Color\frame_12961.jpg,"[0, 4, 4, 4, 4]"
20078,..\MarioNet64_Color\frame_12962.jpg,"[(456, 185, 83, 142), (223, 200, 61, 34), (119, 115, 74, 72), (128, 55, 173, 206), (135, 4, 98, 65)]"
20079,..\MarioNet64_Color\frame_12962.jpg,"[0, 4, 4, 4, 4]"
20080,..\MarioNet64_Color\frame_12963.jpg,"[(456, 185, 83, 142), (223, 200, 61, 34), (119, 115, 74, 72), (128, 55, 173, 206), (135, 4, 98, 65)]"
20081,..\MarioNet64_Color\frame_12963.jpg,"[0, 4, 4, 4, 4]"
20082,..\MarioNet64_Color\frame_12964.jpg,"[(461, 189, 74, 129), (225, 198, 57, 34), (134, 120, 71, 72), (130, 60, 171, 204), (135, 7, 99, 68)]"
20083,..\MarioNet64_Color\frame_12964.jpg,"[0, 4, 4, 4, 4]"
20084,..\MarioNet64_Color\frame_12965.jpg,"[(461, 189, 74, 129), (225, 198, 57, 34), (134, 120, 71, 72), (130, 60, 171, 204), (135, 7, 99, 68)]"
20085,..\MarioNet64_Color\frame_12965.jpg,"[0, 4, 4, 4, 4]"
20086,..\MarioNet64_Color\frame_12966.jpg,"[(461, 189, 74, 129), (230, 198, 52, 34), (135, 120, 70, 72), (130, 60, 171, 204), (135, 7, 99, 68)]"
20087,..\MarioNet64_Color\frame_12966.jpg,"[0, 4, 4, 4, 4]"
20088,..\MarioNet64_Color\frame_12967.jpg,"[(466, 190, 67, 119), (227, 197, 58, 34), (152, 126, 66, 70), (136, 14, 169, 252)]"
20089,..\MarioNet64_Color\frame_12967.jpg,"[0, 4, 4, 4]"
20090,..\MarioNet64_Color\frame_12968.jpg,"[(466, 190, 67, 119), (227, 197, 58, 34), (152, 126, 66, 70), (136, 14, 169, 252)]"
20091,..\MarioNet64_Color\frame_12968.jpg,"[0, 4, 4, 4]"
20092,..\MarioNet64_Color\frame_12969.jpg,"[(466, 190, 67, 119), (227, 197, 58, 34), (151, 126, 67, 70), (136, 14, 169, 252)]"
20093,..\MarioNet64_Color\frame_12969.jpg,"[0, 4, 4, 4]"
20094,..\MarioNet64_Color\frame_12970.jpg,"[(472, 192, 60, 109), (172, 204, 61, 62), (239, 196, 50, 31), (170, 133, 68, 68), (142, 29, 163, 183)]"
20095,..\MarioNet64_Color\frame_12970.jpg,"[0, 4, 4, 4, 4]"
20096,..\MarioNet64_Color\frame_12971.jpg,"[(472, 192, 60, 109), (172, 205, 65, 61), (239, 196, 50, 33), (170, 133, 66, 68), (142, 29, 165, 183)]"
20097,..\MarioNet64_Color\frame_12971.jpg,"[0, 4, 4, 4, 4]"
20098,..\MarioNet64_Color\frame_12972.jpg,"[(477, 191, 55, 103), (187, 213, 63, 56), (239, 195, 51, 32), (190, 140, 66, 65), (141, 38, 165, 165)]"
20099,..\MarioNet64_Color\frame_12972.jpg,"[0, 4, 4, 4, 4]"
20100,..\MarioNet64_Color\frame_12973.jpg,"[(478, 188, 51, 95), (197, 212, 62, 56), (206, 148, 62, 61), (151, 39, 162, 188)]"
20101,..\MarioNet64_Color\frame_12973.jpg,"[0, 4, 4, 4]"
20102,..\MarioNet64_Color\frame_12974.jpg,"[(474, 184, 48, 89), (199, 219, 59, 51), (246, 197, 44, 29), (219, 152, 62, 61), (150, 48, 163, 168)]"
20103,..\MarioNet64_Color\frame_12974.jpg,"[0, 4, 4, 4, 4]"
20104,..\MarioNet64_Color\frame_12975.jpg,"[(474, 184, 48, 89), (199, 219, 59, 51), (246, 197, 44, 29), (219, 152, 62, 62), (150, 48, 163, 168)]"
20105,..\MarioNet64_Color\frame_12975.jpg,"[0, 4, 4, 4, 4]"
20106,..\MarioNet64_Color\frame_12976.jpg,"[(468, 179, 46, 84), (207, 221, 60, 49), (231, 159, 60, 59), (150, 51, 164, 168)]"
20107,..\MarioNet64_Color\frame_12976.jpg,"[0, 4, 4, 4]"
20108,..\MarioNet64_Color\frame_12977.jpg,"[(468, 179, 46, 84), (207, 221, 60, 49), (231, 159, 60, 59), (150, 51, 164, 168)]"
20109,..\MarioNet64_Color\frame_12977.jpg,"[0, 4, 4, 4]"
20110,..\MarioNet64_Color\frame_12978.jpg,"[(468, 179, 46, 84), (207, 221, 60, 49), (231, 159, 60, 59), (150, 51, 164, 168)]"
20111,..\MarioNet64_Color\frame_12978.jpg,"[0, 4, 4, 4]"
20112,..\MarioNet64_Color\frame_12979.jpg,"[(467, 177, 46, 82), (214, 221, 55, 48), (235, 159, 58, 59), (147, 45, 152, 174)]"
20113,..\MarioNet64_Color\frame_12979.jpg,"[0, 4, 4, 4]"
20114,..\MarioNet64_Color\frame_12980.jpg,"[(467, 177, 46, 82), (214, 221, 55, 48), (235, 159, 58, 59), (147, 45, 152, 174)]"
20115,..\MarioNet64_Color\frame_12980.jpg,"[0, 4, 4, 4]"
20116,..\MarioNet64_Color\frame_12981.jpg,"[(466, 176, 46, 81), (212, 222, 54, 45), (239, 160, 58, 58), (147, 46, 153, 173)]"
20117,..\MarioNet64_Color\frame_12981.jpg,"[0, 4, 4, 4]"
20118,..\MarioNet64_Color\frame_12982.jpg,"[(466, 176, 46, 81), (212, 222, 54, 45), (239, 160, 58, 58), (147, 46, 153, 173)]"
20119,..\MarioNet64_Color\frame_12982.jpg,"[0, 4, 4, 4]"
20120,..\MarioNet64_Color\frame_12983.jpg,"[(465, 175, 45, 81), (213, 223, 56, 49), (245, 164, 54, 56), (146, 55, 154, 166)]"
20121,..\MarioNet64_Color\frame_12983.jpg,"[0, 4, 4, 4]"
20122,..\MarioNet64_Color\frame_12984.jpg,"[(465, 175, 45, 81), (213, 223, 56, 49), (245, 164, 54, 56), (146, 55, 154, 166)]"
20123,..\MarioNet64_Color\frame_12984.jpg,"[0, 4, 4, 4]"
20124,..\MarioNet64_Color\frame_12985.jpg,"[(464, 174, 44, 81), (213, 223, 56, 49), (246, 163, 51, 56), (150, 53, 149, 168)]"
20125,..\MarioNet64_Color\frame_12985.jpg,"[0, 4, 4, 4]"
20126,..\MarioNet64_Color\frame_12986.jpg,"[(463, 173, 44, 81), (213, 223, 53, 49), (245, 162, 55, 58), (151, 50, 149, 171)]"
20127,..\MarioNet64_Color\frame_12986.jpg,"[0, 4, 4, 4]"
20128,..\MarioNet64_Color\frame_12987.jpg,"[(463, 173, 44, 81), (213, 223, 53, 49), (245, 166, 53, 54), (151, 50, 149, 171)]"
20129,..\MarioNet64_Color\frame_12987.jpg,"[0, 4, 4, 4]"
20130,..\MarioNet64_Color\frame_12988.jpg,"[(461, 173, 44, 81), (214, 224, 56, 48), (240, 165, 57, 53), (145, 55, 170, 167)]"
20131,..\MarioNet64_Color\frame_12988.jpg,"[0, 4, 4, 4]"
20132,..\MarioNet64_Color\frame_12989.jpg,"[(461, 173, 44, 81), (214, 224, 56, 48), (240, 165, 57, 54), (145, 55, 170, 167)]"
20133,..\MarioNet64_Color\frame_12989.jpg,"[0, 4, 4, 4]"
20134,..\MarioNet64_Color\frame_12990.jpg,"[(459, 173, 45, 81), (214, 224, 56, 48), (239, 164, 58, 59), (144, 52, 169, 170)]"
20135,..\MarioNet64_Color\frame_12990.jpg,"[0, 4, 4, 4]"
20136,..\MarioNet64_Color\frame_12991.jpg,"[(459, 173, 45, 81), (214, 224, 56, 48), (239, 164, 58, 59), (144, 52, 169, 170)]"
20137,..\MarioNet64_Color\frame_12991.jpg,"[0, 4, 4, 4]"
20138,..\MarioNet64_Color\frame_12992.jpg,"[(459, 173, 45, 81), (214, 224, 56, 48), (239, 164, 58, 59), (144, 52, 169, 170)]"
20139,..\MarioNet64_Color\frame_12992.jpg,"[0, 4, 4, 4]"
20140,..\MarioNet64_Color\frame_12993.jpg,"[(459, 173, 45, 81), (214, 224, 56, 48), (239, 164, 58, 59), (144, 52, 169, 170)]"
20141,..\MarioNet64_Color\frame_12993.jpg,"[0, 4, 4, 4]"
20142,..\MarioNet64_Color\frame_12994.jpg,"[(459, 174, 44, 79), (213, 224, 54, 49), (237, 165, 59, 59), (143, 55, 172, 168)]"
20143,..\MarioNet64_Color\frame_12994.jpg,"[0, 4, 4, 4]"
20144,..\MarioNet64_Color\frame_12995.jpg,"[(458, 174, 44, 79), (212, 224, 56, 48), (238, 167, 52, 58), (149, 52, 165, 169)]"
20145,..\MarioNet64_Color\frame_12995.jpg,"[0, 4, 4, 4]"
20146,..\MarioNet64_Color\frame_12996.jpg,"[(458, 174, 44, 79), (212, 224, 56, 48), (237, 167, 53, 58), (149, 52, 165, 169)]"
20147,..\MarioNet64_Color\frame_12996.jpg,"[0, 4, 4, 4]"
20148,..\MarioNet64_Color\frame_12997.jpg,"[(457, 175, 43, 78), (214, 224, 52, 48), (233, 167, 59, 59), (150, 51, 165, 170)]"
20149,..\MarioNet64_Color\frame_12997.jpg,"[0, 4, 4, 4]"
20150,..\MarioNet64_Color\frame_12998.jpg,"[(457, 175, 43, 78), (213, 224, 56, 49), (232, 168, 57, 59), (150, 54, 165, 164)]"
20151,..\MarioNet64_Color\frame_12998.jpg,"[0, 4, 4, 4]"
20152,..\MarioNet64_Color\frame_12999.jpg,"[(457, 175, 43, 78), (213, 224, 56, 49), (232, 168, 57, 59), (150, 54, 165, 169)]"
20153,..\MarioNet64_Color\frame_12999.jpg,"[0, 4, 4, 4]"
20154,..\MarioNet64_Color\frame_13000.jpg,"[(456, 174, 44, 79), (214, 224, 52, 48), (229, 168, 59, 58), (150, 53, 165, 169)]"
20155,..\MarioNet64_Color\frame_13000.jpg,"[0, 4, 4, 4]"
20156,..\MarioNet64_Color\frame_13001.jpg,"[(456, 174, 44, 79), (214, 224, 52, 48), (229, 168, 59, 58), (150, 53, 165, 169)]"
20157,..\MarioNet64_Color\frame_13001.jpg,"[0, 4, 4, 4]"
20158,..\MarioNet64_Color\frame_13002.jpg,"[(456, 174, 44, 79), (214, 224, 52, 48), (229, 168, 59, 58), (150, 53, 165, 169)]"
20159,..\MarioNet64_Color\frame_13002.jpg,"[0, 4, 4, 4]"
20160,..\MarioNet64_Color\frame_13003.jpg,"[(456, 175, 44, 78), (214, 224, 54, 48), (227, 174, 55, 53), (151, 52, 164, 167)]"
20161,..\MarioNet64_Color\frame_13003.jpg,"[0, 4, 4, 4]"
20162,..\MarioNet64_Color\frame_13004.jpg,"[(456, 175, 44, 78), (214, 224, 54, 48), (227, 174, 55, 53), (151, 52, 164, 167)]"
20163,..\MarioNet64_Color\frame_13004.jpg,"[0, 4, 4, 4]"
20164,..\MarioNet64_Color\frame_13005.jpg,"[(456, 175, 44, 78), (214, 224, 54, 48), (227, 174, 55, 53), (151, 52, 164, 167)]"
20165,..\MarioNet64_Color\frame_13005.jpg,"[0, 4, 4, 4]"
20166,..\MarioNet64_Color\frame_13006.jpg,"[(457, 175, 43, 78), (215, 224, 51, 48), (227, 171, 55, 56), (149, 53, 166, 166)]"
20167,..\MarioNet64_Color\frame_13006.jpg,"[0, 4, 4, 4]"
20168,..\MarioNet64_Color\frame_13007.jpg,"[(457, 175, 43, 78), (215, 224, 51, 48), (227, 171, 56, 57), (149, 53, 166, 166)]"
20169,..\MarioNet64_Color\frame_13007.jpg,"[0, 4, 4, 4]"
20170,..\MarioNet64_Color\frame_13008.jpg,"[(457, 175, 43, 78), (215, 224, 54, 48), (225, 170, 57, 57), (151, 49, 164, 170)]"
20171,..\MarioNet64_Color\frame_13008.jpg,"[0, 4, 4, 4]"
20172,..\MarioNet64_Color\frame_13009.jpg,"[(457, 175, 43, 78), (214, 224, 54, 48), (224, 173, 57, 56), (150, 53, 165, 165)]"
20173,..\MarioNet64_Color\frame_13009.jpg,"[0, 4, 4, 4]"
20174,..\MarioNet64_Color\frame_13010.jpg,"[(457, 175, 43, 78), (214, 224, 54, 48), (224, 172, 58, 57), (150, 52, 165, 166)]"
20175,..\MarioNet64_Color\frame_13010.jpg,"[0, 4, 4, 4]"
20176,..\MarioNet64_Color\frame_13011.jpg,"[(457, 175, 43, 78), (214, 224, 54, 48), (224, 172, 58, 57), (150, 52, 165, 166)]"
20177,..\MarioNet64_Color\frame_13011.jpg,"[0, 4, 4, 4]"
20178,..\MarioNet64_Color\frame_13012.jpg,"[(461, 164, 49, 73), (208, 235, 57, 41), (219, 179, 56, 56), (143, 62, 163, 155)]"
20179,..\MarioNet64_Color\frame_13012.jpg,"[0, 4, 4, 4]"
20180,..\MarioNet64_Color\frame_13013.jpg,"[(461, 164, 49, 73), (208, 235, 57, 41), (219, 179, 56, 56), (143, 62, 163, 155)]"
20181,..\MarioNet64_Color\frame_13013.jpg,"[0, 4, 4, 4]"
20182,..\MarioNet64_Color\frame_13014.jpg,"[(461, 164, 49, 73), (208, 235, 57, 41), (219, 179, 56, 56), (143, 62, 163, 155)]"
20183,..\MarioNet64_Color\frame_13014.jpg,"[0, 4, 4, 4]"
20184,..\MarioNet64_Color\frame_13015.jpg,"[(472, 163, 49, 72), (206, 238, 52, 42), (212, 184, 58, 58), (143, 51, 156, 167)]"
20185,..\MarioNet64_Color\frame_13015.jpg,"[0, 4, 4, 4]"
20186,..\MarioNet64_Color\frame_13016.jpg,"[(472, 163, 49, 72), (206, 238, 52, 42), (212, 184, 58, 58), (143, 51, 156, 167)]"
20187,..\MarioNet64_Color\frame_13016.jpg,"[0, 4, 4, 4]"
20188,..\MarioNet64_Color\frame_13017.jpg,"[(472, 163, 49, 72), (206, 238, 52, 42), (212, 184, 55, 58), (143, 51, 156, 168)]"
20189,..\MarioNet64_Color\frame_13017.jpg,"[0, 4, 4, 4]"
20190,..\MarioNet64_Color\frame_13018.jpg,"[(466, 158, 65, 74), (196, 238, 56, 43), (207, 187, 54, 57), (142, 68, 156, 158)]"
20191,..\MarioNet64_Color\frame_13018.jpg,"[0, 4, 4, 4]"
20192,..\MarioNet64_Color\frame_13019.jpg,"[(466, 158, 65, 74), (199, 238, 53, 43), (207, 187, 54, 57), (142, 68, 156, 157)]"
20193,..\MarioNet64_Color\frame_13019.jpg,"[0, 4, 4, 4]"
20194,..\MarioNet64_Color\frame_13020.jpg,"[(463, 153, 68, 79), (190, 245, 59, 36), (191, 189, 68, 56), (143, 70, 146, 148)]"
20195,..\MarioNet64_Color\frame_13020.jpg,"[0, 4, 4, 4]"
20196,..\MarioNet64_Color\frame_13021.jpg,"[(465, 153, 60, 71), (187, 244, 55, 31), (143, 76, 138, 170)]"
20197,..\MarioNet64_Color\frame_13021.jpg,"[0, 4, 4]"
20198,..\MarioNet64_Color\frame_13022.jpg,"[(470, 160, 55, 65), (187, 243, 47, 31), (182, 198, 66, 48), (148, 78, 136, 141)]"
20199,..\MarioNet64_Color\frame_13022.jpg,"[0, 4, 4, 4]"
20200,..\MarioNet64_Color\frame_13023.jpg,"[(470, 160, 55, 65), (187, 245, 47, 29), (183, 198, 65, 48), (148, 78, 136, 141)]"
20201,..\MarioNet64_Color\frame_13023.jpg,"[0, 4, 4, 4]"
20202,..\MarioNet64_Color\frame_13024.jpg,"[(482, 164, 49, 56), (183, 245, 42, 23), (183, 195, 58, 47), (149, 76, 125, 142)]"
20203,..\MarioNet64_Color\frame_13024.jpg,"[0, 4, 4, 4]"
20204,..\MarioNet64_Color\frame_13025.jpg,"[(482, 164, 49, 56), (183, 245, 54, 23), (183, 195, 58, 47), (149, 79, 125, 139)]"
20205,..\MarioNet64_Color\frame_13025.jpg,"[0, 4, 4, 4]"
20206,..\MarioNet64_Color\frame_13026.jpg,"[(482, 164, 52, 52), (149, 79, 124, 164)]"
20207,..\MarioNet64_Color\frame_13026.jpg,"[0, 4]"
20208,..\MarioNet64_Color\frame_13027.jpg,"[(482, 164, 52, 53), (150, 79, 123, 164)]"
20209,..\MarioNet64_Color\frame_13027.jpg,"[0, 4]"
20210,..\MarioNet64_Color\frame_13028.jpg,"[(482, 164, 52, 53), (150, 79, 123, 164)]"
20211,..\MarioNet64_Color\frame_13028.jpg,"[0, 4]"
20212,..\MarioNet64_Color\frame_13029.jpg,"[(482, 164, 52, 53), (150, 79, 123, 164)]"
20213,..\MarioNet64_Color\frame_13029.jpg,"[0, 4]"
20214,..\MarioNet64_Color\frame_13030.jpg,"[(481, 166, 54, 48), (181, 194, 45, 47), (146, 84, 123, 125)]"
20215,..\MarioNet64_Color\frame_13030.jpg,"[0, 4, 4]"
20216,..\MarioNet64_Color\frame_13031.jpg,"[(481, 166, 54, 48), (181, 194, 45, 47), (146, 84, 123, 125)]"
20217,..\MarioNet64_Color\frame_13031.jpg,"[0, 4, 4]"
20218,..\MarioNet64_Color\frame_13032.jpg,"[(482, 169, 52, 45), (174, 191, 45, 46), (147, 85, 119, 126)]"
20219,..\MarioNet64_Color\frame_13032.jpg,"[0, 4, 4]"
20220,..\MarioNet64_Color\frame_13033.jpg,"[(492, 171, 44, 48), (214, 213, 28, 21), (171, 190, 41, 43), (149, 90, 112, 120)]"
20221,..\MarioNet64_Color\frame_13033.jpg,"[0, 4, 4, 4]"
20222,..\MarioNet64_Color\frame_13034.jpg,"[(497, 168, 38, 51), (203, 210, 38, 24), (167, 187, 42, 42), (151, 92, 108, 119)]"
20223,..\MarioNet64_Color\frame_13034.jpg,"[0, 4, 4, 4]"
