MarioNet64_Color\frame_5110.jpg  1  503 205 19 36
MarioNet64_Color\frame_5111.jpg  1  501 206 21 28
MarioNet64_Color\frame_9115.jpg  1  276 127 29 26
MarioNet64_Color\frame_9116.jpg  1  276 127 29 26
MarioNet64_Color\frame_9117.jpg  1  275 125 30 30
MarioNet64_Color\frame_9118.jpg  1  275 125 30 30
MarioNet64_Color\frame_9119.jpg  1  276 123 32 32
MarioNet64_Color\frame_9120.jpg  1  277 123 31 32
MarioNet64_Color\frame_9121.jpg  1  279 125 34 29
MarioNet64_Color\frame_9122.jpg  1  279 125 34 29
MarioNet64_Color\frame_9123.jpg  1  284 124 31 34
MarioNet64_Color\frame_9124.jpg  1  284 124 31 34
MarioNet64_Color\frame_9125.jpg  1  292 125 30 30
MarioNet64_Color\frame_9126.jpg  1  292 125 30 30
MarioNet64_Color\frame_9127.jpg  1  301 125 29 32
MarioNet64_Color\frame_9128.jpg  1  301 125 29 32
MarioNet64_Color\frame_9129.jpg  1  305 127 34 34
MarioNet64_Color\frame_9130.jpg  1  305 127 34 34
MarioNet64_Color\frame_9131.jpg  1  311 127 34 34
MarioNet64_Color\frame_9132.jpg  1  311 127 34 34
MarioNet64_Color\frame_9133.jpg  1  316 125 34 36
MarioNet64_Color\frame_9134.jpg  1  316 125 34 36
MarioNet64_Color\frame_9135.jpg  1  323 127 34 36
MarioNet64_Color\frame_9136.jpg  1  323 127 34 36
MarioNet64_Color\frame_9137.jpg  1  326 126 36 36
MarioNet64_Color\frame_9138.jpg  1  326 126 36 36
MarioNet64_Color\frame_9139.jpg  1  332 126 37 37
MarioNet64_Color\frame_9140.jpg  1  332 126 37 37
MarioNet64_Color\frame_9141.jpg  1  334 126 37 38
MarioNet64_Color\frame_9142.jpg  1  334 126 37 38
MarioNet64_Color\frame_9143.jpg  1  340 126 39 39
MarioNet64_Color\frame_9144.jpg  1  340 126 39 39
MarioNet64_Color\frame_9145.jpg  1  344 126 42 42
MarioNet64_Color\frame_9146.jpg  1  344 126 42 42
MarioNet64_Color\frame_9147.jpg  1  348 126 42 43
MarioNet64_Color\frame_9148.jpg  1  348 126 42 43
MarioNet64_Color\frame_9149.jpg  1  352 126 44 44
MarioNet64_Color\frame_9150.jpg  1  352 126 44 44
MarioNet64_Color\frame_9151.jpg  1  357 128 44 42
MarioNet64_Color\frame_9152.jpg  1  357 128 44 43
MarioNet64_Color\frame_9153.jpg  1  366 127 40 44
MarioNet64_Color\frame_9154.jpg  1  366 127 40 44
MarioNet64_Color\frame_9155.jpg  1  366 127 46 43
MarioNet64_Color\frame_9156.jpg  1  366 127 46 43
MarioNet64_Color\frame_9157.jpg  1  367 127 43 45
MarioNet64_Color\frame_9158.jpg  1  367 127 43 45
MarioNet64_Color\frame_9159.jpg  1  367 127 43 50
MarioNet64_Color\frame_9160.jpg  1  367 127 43 50
MarioNet64_Color\frame_9161.jpg  1  364 127 47 52
MarioNet64_Color\frame_9162.jpg  1  364 127 47 52
MarioNet64_Color\frame_9163.jpg  1  359 127 51 52
MarioNet64_Color\frame_9164.jpg  1  359 127 51 52
MarioNet64_Color\frame_9165.jpg  1  356 127 53 52
MarioNet64_Color\frame_9166.jpg  1  356 127 53 52
MarioNet64_Color\frame_9167.jpg  1  357 130 52 55
MarioNet64_Color\frame_9168.jpg  1  357 130 52 55
MarioNet64_Color\frame_9169.jpg  1  358 127 56 53
MarioNet64_Color\frame_9170.jpg  1  358 127 56 53
MarioNet64_Color\frame_9171.jpg  1  366 127 53 58
MarioNet64_Color\frame_9172.jpg  1  366 127 53 58
MarioNet64_Color\frame_9173.jpg  1  366 133 59 54
MarioNet64_Color\frame_9174.jpg  1  366 133 59 54
MarioNet64_Color\frame_9175.jpg  1  369 132 63 61
MarioNet64_Color\frame_9176.jpg  1  369 132 63 61
MarioNet64_Color\frame_9177.jpg  1  374 133 63 60
MarioNet64_Color\frame_9178.jpg  1  374 133 63 60
MarioNet64_Color\frame_9179.jpg  1  376 133 66 62
MarioNet64_Color\frame_9180.jpg  1  376 133 66 62
MarioNet64_Color\frame_9181.jpg  1  380 131 68 69
MarioNet64_Color\frame_9182.jpg  1  380 131 68 69
MarioNet64_Color\frame_9183.jpg  1  378 133 72 72
MarioNet64_Color\frame_9184.jpg  1  378 133 72 72
MarioNet64_Color\frame_9185.jpg  1  376 132 74 72
MarioNet64_Color\frame_9186.jpg  1  376 132 74 72
MarioNet64_Color\frame_9187.jpg  1  374 130 69 77
MarioNet64_Color\frame_9188.jpg  1  372 130 71 77
MarioNet64_Color\frame_9189.jpg  1  362 133 80 80
MarioNet64_Color\frame_9190.jpg  1  362 133 80 80
MarioNet64_Color\frame_9191.jpg  1  357 135 79 84
MarioNet64_Color\frame_9192.jpg  1  357 135 79 84
MarioNet64_Color\frame_9193.jpg  1  349 136 83 87
MarioNet64_Color\frame_9194.jpg  1  349 136 83 87
MarioNet64_Color\frame_9195.jpg  2  337 172 5 21  340 136 86 90
MarioNet64_Color\frame_9196.jpg  2  337 172 5 21  340 136 86 90
MarioNet64_Color\frame_9197.jpg  1  326 140 93 93
MarioNet64_Color\frame_9198.jpg  1  326 140 93 93
MarioNet64_Color\frame_9199.jpg  1  318 145 92 97
MarioNet64_Color\frame_9200.jpg  1  317 145 93 97
MarioNet64_Color\frame_9201.jpg  1  300 150 101 102
MarioNet64_Color\frame_9202.jpg  1  300 150 101 102
MarioNet64_Color\frame_9203.jpg  1  286 156 100 103
MarioNet64_Color\frame_9204.jpg  1  286 156 100 103
MarioNet64_Color\frame_9205.jpg  1  270 166 109 111
MarioNet64_Color\frame_9206.jpg  1  270 166 109 111
MarioNet64_Color\frame_9207.jpg  1  254 182 117 114
MarioNet64_Color\frame_9208.jpg  1  254 182 117 114
MarioNet64_Color\frame_9209.jpg  1  236 187 118 122
MarioNet64_Color\frame_9210.jpg  1  236 187 118 122
MarioNet64_Color\frame_9211.jpg  1  215 195 130 129
MarioNet64_Color\frame_9212.jpg  1  215 195 130 129
MarioNet64_Color\frame_9213.jpg  1  190 206 138 137
MarioNet64_Color\frame_9214.jpg  1  190 206 138 137
MarioNet64_Color\frame_9215.jpg  1  162 215 146 147
MarioNet64_Color\frame_9216.jpg  1  162 215 146 147
MarioNet64_Color\frame_9217.jpg  1  130 221 154 157
MarioNet64_Color\frame_9218.jpg  1  130 221 154 157
MarioNet64_Color\frame_9219.jpg  1  92 229 168 151
MarioNet64_Color\frame_9220.jpg  1  92 229 168 151
MarioNet64_Color\frame_9221.jpg  1  47 232 181 148
MarioNet64_Color\frame_9222.jpg  1  47 232 181 148
MarioNet64_Color\frame_9223.jpg  1  6 235 184 145
MarioNet64_Color\frame_9224.jpg  1  6 235 181 145
MarioNet64_Color\frame_9225.jpg  1  1 233 143 147
MarioNet64_Color\frame_9226.jpg  1  1 233 143 147
MarioNet64_Color\frame_9227.jpg  1  1 235 88 145
MarioNet64_Color\frame_9228.jpg  1  1 235 88 145
MarioNet64_Color\frame_9229.jpg  1  1 309 16 71
MarioNet64_Color\frame_9230.jpg  1  1 309 16 71
MarioNet64_Color\frame_9483.jpg  1  351 125 10 12
MarioNet64_Color\frame_9484.jpg  1  351 125 10 12
MarioNet64_Color\frame_9511.jpg  1  398 151 10 10
MarioNet64_Color\frame_9512.jpg  1  398 151 10 10
MarioNet64_Color\frame_9513.jpg  1  395 149 14 14
MarioNet64_Color\frame_9514.jpg  1  395 149 14 14
MarioNet64_Color\frame_9515.jpg  1  399 148 9 13
MarioNet64_Color\frame_9516.jpg  1  399 148 10 13
MarioNet64_Color\frame_9519.jpg  1  398 142 13 12
MarioNet64_Color\frame_9520.jpg  1  398 142 13 12
MarioNet64_Color\frame_9525.jpg  1  408 143 12 12
MarioNet64_Color\frame_9526.jpg  1  408 143 12 12
MarioNet64_Color\frame_9527.jpg  1  405 141 14 12
MarioNet64_Color\frame_9528.jpg  1  415 140 10 15
MarioNet64_Color\frame_9529.jpg  1  415 140 10 15
MarioNet64_Color\frame_9530.jpg  1  414 142 11 14
MarioNet64_Color\frame_9531.jpg  1  414 142 11 10
MarioNet64_Color\frame_9534.jpg  1  419 142 16 19
MarioNet64_Color\frame_9535.jpg  1  421 142 14 19
MarioNet64_Color\frame_9536.jpg  1  422 143 11 20
MarioNet64_Color\frame_9537.jpg  1  422 143 12 19
MarioNet64_Color\frame_9538.jpg  1  423 148 19 14
MarioNet64_Color\frame_9539.jpg  1  423 148 19 14
MarioNet64_Color\frame_9540.jpg  1  431 142 12 20
MarioNet64_Color\frame_9541.jpg  1  431 142 12 20
MarioNet64_Color\frame_9542.jpg  1  424 140 20 22
MarioNet64_Color\frame_9543.jpg  1  424 140 20 22
MarioNet64_Color\frame_9544.jpg  2  519 366 12 14  423 140 18 22
MarioNet64_Color\frame_9545.jpg  2  519 366 12 14  423 140 18 22
MarioNet64_Color\frame_9546.jpg  1  422 142 22 19
MarioNet64_Color\frame_9547.jpg  1  422 142 22 19
MarioNet64_Color\frame_9548.jpg  1  420 143 21 19
MarioNet64_Color\frame_9549.jpg  1  423 142 18 19
MarioNet64_Color\frame_9550.jpg  1  419 141 23 22
MarioNet64_Color\frame_9551.jpg  1  419 141 23 22
MarioNet64_Color\frame_9552.jpg  1  415 141 22 32
MarioNet64_Color\frame_9553.jpg  1  415 141 22 32
MarioNet64_Color\frame_9554.jpg  1  415 141 22 32
MarioNet64_Color\frame_9555.jpg  1  415 150 22 19
MarioNet64_Color\frame_9556.jpg  1  415 143 19 28
MarioNet64_Color\frame_9557.jpg  1  415 143 19 28
MarioNet64_Color\frame_9558.jpg  1  407 144 19 34
MarioNet64_Color\frame_9559.jpg  1  407 144 19 34
MarioNet64_Color\frame_9560.jpg  1  406 145 20 26
MarioNet64_Color\frame_9561.jpg  1  404 145 22 26
MarioNet64_Color\frame_9562.jpg  1  399 147 27 34
MarioNet64_Color\frame_9563.jpg  1  399 147 27 34
MarioNet64_Color\frame_9564.jpg  1  396 148 21 31
MarioNet64_Color\frame_9565.jpg  1  396 148 21 31
MarioNet64_Color\frame_9566.jpg  1  398 152 19 28
MarioNet64_Color\frame_9567.jpg  1  398 152 19 25
MarioNet64_Color\frame_9568.jpg  1  391 152 27 33
MarioNet64_Color\frame_9569.jpg  1  391 152 29 33
MarioNet64_Color\frame_9570.jpg  1  389 159 28 35
MarioNet64_Color\frame_9571.jpg  1  389 159 28 35
MarioNet64_Color\frame_9572.jpg  1  389 164 21 25
MarioNet64_Color\frame_9573.jpg  1  389 164 21 25
MarioNet64_Color\frame_9574.jpg  1  381 166 29 28
MarioNet64_Color\frame_9575.jpg  1  381 166 29 28
MarioNet64_Color\frame_9576.jpg  1  381 163 29 33
MarioNet64_Color\frame_9577.jpg  1  381 163 29 33
MarioNet64_Color\frame_9578.jpg  1  375 167 27 37
MarioNet64_Color\frame_9579.jpg  1  375 167 27 35
MarioNet64_Color\frame_9580.jpg  1  373 174 30 30
MarioNet64_Color\frame_9581.jpg  1  373 174 30 30
MarioNet64_Color\frame_9582.jpg  1  359 180 35 31
MarioNet64_Color\frame_9583.jpg  1  359 180 35 31
MarioNet64_Color\frame_9584.jpg  1  350 182 31 35
MarioNet64_Color\frame_9585.jpg  1  350 182 31 36
MarioNet64_Color\frame_9586.jpg  1  336 183 36 34
MarioNet64_Color\frame_9587.jpg  1  336 183 36 34
MarioNet64_Color\frame_9588.jpg  1  327 190 35 36
MarioNet64_Color\frame_9589.jpg  1  327 190 35 36
MarioNet64_Color\frame_9590.jpg  1  324 188 31 38
MarioNet64_Color\frame_9591.jpg  1  324 188 31 38
MarioNet64_Color\frame_9592.jpg  1  325 189 22 42
MarioNet64_Color\frame_9593.jpg  1  325 189 22 42
MarioNet64_Color\frame_9594.jpg  1  309 190 36 43
MarioNet64_Color\frame_9595.jpg  1  309 190 36 43
MarioNet64_Color\frame_9596.jpg  2  312 220 20 14  319 192 12 17
MarioNet64_Color\frame_9597.jpg  2  312 220 20 14  319 192 12 17
MarioNet64_Color\frame_9598.jpg  1  316 191 26 35
MarioNet64_Color\frame_9599.jpg  1  316 191 26 35
MarioNet64_Color\frame_9600.jpg  2  317 190 14 20  301 181 12 13
MarioNet64_Color\frame_9601.jpg  2  319 190 12 20  303 181 10 13
MarioNet64_Color\frame_9602.jpg  1  309 179 20 31
MarioNet64_Color\frame_9603.jpg  1  309 179 20 30
MarioNet64_Color\frame_9604.jpg  1  308 181 22 31
MarioNet64_Color\frame_9605.jpg  1  308 181 22 31
MarioNet64_Color\frame_9607.jpg  1  319 192 10 11
MarioNet64_Color\frame_9608.jpg  1  311 188 17 16
MarioNet64_Color\frame_9609.jpg  1  311 188 17 16
MarioNet64_Color\frame_9610.jpg  1  311 189 11 20
MarioNet64_Color\frame_9611.jpg  1  311 189 10 20
MarioNet64_Color\frame_9612.jpg  1  293 168 29 42
MarioNet64_Color\frame_9613.jpg  1  293 168 29 42
MarioNet64_Color\frame_9614.jpg  1  288 167 34 43
MarioNet64_Color\frame_9615.jpg  1  288 167 34 43
MarioNet64_Color\frame_9616.jpg  2  310 207 13 10  286 165 36 44
MarioNet64_Color\frame_9617.jpg  2  310 207 13 10  286 165 36 44
MarioNet64_Color\frame_9618.jpg  1  280 168 37 41
MarioNet64_Color\frame_9619.jpg  1  280 168 37 41
MarioNet64_Color\frame_9620.jpg  1  277 167 37 42
MarioNet64_Color\frame_9621.jpg  1  277 167 37 43
MarioNet64_Color\frame_9622.jpg  1  279 167 37 42
MarioNet64_Color\frame_9623.jpg  1  279 167 37 42
MarioNet64_Color\frame_9624.jpg  1  279 166 37 43
MarioNet64_Color\frame_9625.jpg  1  279 166 37 43
MarioNet64_Color\frame_9626.jpg  1  279 167 36 44
MarioNet64_Color\frame_9627.jpg  1  279 167 36 44
MarioNet64_Color\frame_9628.jpg  1  278 167 37 43
MarioNet64_Color\frame_9629.jpg  1  278 167 36 43
MarioNet64_Color\frame_9630.jpg  1  215 176 22 26
MarioNet64_Color\frame_9631.jpg  1  215 176 22 26
MarioNet64_Color\frame_9632.jpg  1  213 175 20 42
MarioNet64_Color\frame_9633.jpg  1  213 175 20 42
MarioNet64_Color\frame_9634.jpg  1  204 172 37 39
MarioNet64_Color\frame_9635.jpg  1  204 172 37 39
MarioNet64_Color\frame_9636.jpg  2  229 206 13 12  207 166 36 35
MarioNet64_Color\frame_9637.jpg  2  229 207 13 11  207 167 35 34
MarioNet64_Color\frame_9638.jpg  1  216 151 42 45
MarioNet64_Color\frame_9639.jpg  1  216 151 42 45
MarioNet64_Color\frame_9640.jpg  1  238 151 37 41
MarioNet64_Color\frame_9641.jpg  1  238 151 37 41
MarioNet64_Color\frame_9642.jpg  2  279 191 11 10  254 149 35 39
MarioNet64_Color\frame_9643.jpg  2  278 191 13 9  254 149 35 39
MarioNet64_Color\frame_9644.jpg  2  316 183 13 10  288 141 41 38
MarioNet64_Color\frame_9645.jpg  2  316 183 13 10  288 141 41 38
MarioNet64_Color\frame_9646.jpg  1  306 131 41 43
MarioNet64_Color\frame_9647.jpg  1  306 131 41 43
MarioNet64_Color\frame_9648.jpg  1  319 124 35 38
MarioNet64_Color\frame_9649.jpg  1  319 124 35 43
MarioNet64_Color\frame_9650.jpg  1  327 117 42 44
MarioNet64_Color\frame_9651.jpg  1  327 117 42 44
MarioNet64_Color\frame_9652.jpg  1  336 116 41 38
MarioNet64_Color\frame_9653.jpg  1  336 116 41 38
MarioNet64_Color\frame_9654.jpg  1  350 111 36 43
MarioNet64_Color\frame_9655.jpg  1  349 111 36 43
MarioNet64_Color\frame_9656.jpg  1  356 109 38 44
MarioNet64_Color\frame_9657.jpg  1  356 109 38 44
MarioNet64_Color\frame_9658.jpg  1  365 111 36 42
MarioNet64_Color\frame_9659.jpg  1  365 111 37 42
MarioNet64_Color\frame_9660.jpg  1  373 112 37 46
MarioNet64_Color\frame_9661.jpg  1  373 112 37 46
MarioNet64_Color\frame_9662.jpg  1  380 119 37 35
MarioNet64_Color\frame_9663.jpg  1  380 117 37 37
MarioNet64_Color\frame_9664.jpg  1  390 116 36 40
MarioNet64_Color\frame_9665.jpg  1  390 116 36 40
MarioNet64_Color\frame_9666.jpg  1  399 128 37 33
MarioNet64_Color\frame_9667.jpg  1  399 128 37 33
MarioNet64_Color\frame_9668.jpg  1  406 127 35 34
MarioNet64_Color\frame_9669.jpg  1  406 127 35 34
MarioNet64_Color\frame_9670.jpg  1  414 133 35 36
MarioNet64_Color\frame_9671.jpg  1  414 133 35 36
MarioNet64_Color\frame_9672.jpg  1  422 140 36 37
MarioNet64_Color\frame_9673.jpg  1  422 140 36 39
MarioNet64_Color\frame_9674.jpg  1  438 147 32 38
MarioNet64_Color\frame_9675.jpg  1  438 150 32 35
MarioNet64_Color\frame_9676.jpg  1  452 154 35 39
MarioNet64_Color\frame_9677.jpg  1  452 160 35 33
MarioNet64_Color\frame_9678.jpg  1  470 163 35 38
MarioNet64_Color\frame_9679.jpg  1  470 165 35 35
MarioNet64_Color\frame_9680.jpg  1  493 173 29 37
MarioNet64_Color\frame_9681.jpg  1  493 173 29 37
MarioNet64_Color\frame_9682.jpg  1  507 182 31 36
MarioNet64_Color\frame_9683.jpg  1  507 182 31 36
MarioNet64_Color\frame_9684.jpg  1  524 196 30 29
MarioNet64_Color\frame_9685.jpg  1  524 196 30 30
MarioNet64_Color\frame_9686.jpg  1  550 204 19 37
MarioNet64_Color\frame_9687.jpg  1  550 204 19 36
MarioNet64_Color\frame_9688.jpg  1  565 216 27 37
MarioNet64_Color\frame_9689.jpg  1  565 216 27 37
MarioNet64_Color\frame_9690.jpg  1  582 229 29 36
MarioNet64_Color\frame_9691.jpg  1  582 229 28 36
MarioNet64_Color\frame_9692.jpg  1  598 244 31 32
MarioNet64_Color\frame_9693.jpg  2  622 281 13 8  598 244 31 32
MarioNet64_Color\frame_9694.jpg  1  623 260 27 31
MarioNet64_Color\frame_9695.jpg  1  623 260 27 31
MarioNet64_Color\frame_9696.jpg  1  639 271 28 31
MarioNet64_Color\frame_9697.jpg  1  639 271 28 28
MarioNet64_Color\frame_9840.jpg  1  232 135 11 12
MarioNet64_Color\frame_9841.jpg  1  232 135 11 12
MarioNet64_Color\frame_9842.jpg  1  227 127 15 23
MarioNet64_Color\frame_9843.jpg  1  227 127 15 23
MarioNet64_Color\frame_9844.jpg  1  224 125 17 27
MarioNet64_Color\frame_9845.jpg  1  224 125 17 27
MarioNet64_Color\frame_9846.jpg  1  220 125 14 28
MarioNet64_Color\frame_9847.jpg  1  220 125 14 28
MarioNet64_Color\frame_9848.jpg  1  214 126 21 35
MarioNet64_Color\frame_9849.jpg  1  214 126 21 35
MarioNet64_Color\frame_9850.jpg  1  212 125 25 36
MarioNet64_Color\frame_9851.jpg  1  212 125 25 36
MarioNet64_Color\frame_9852.jpg  1  212 127 30 35
MarioNet64_Color\frame_9853.jpg  1  212 127 30 35
MarioNet64_Color\frame_9854.jpg  1  213 126 32 35
MarioNet64_Color\frame_9855.jpg  1  213 126 32 35
MarioNet64_Color\frame_9856.jpg  1  216 126 35 37
MarioNet64_Color\frame_9857.jpg  1  216 126 35 37
MarioNet64_Color\frame_9858.jpg  1  221 126 36 37
MarioNet64_Color\frame_9859.jpg  1  221 126 36 37
MarioNet64_Color\frame_9860.jpg  1  223 126 36 35
MarioNet64_Color\frame_9861.jpg  1  223 126 36 35
MarioNet64_Color\frame_9862.jpg  1  227 127 34 39
MarioNet64_Color\frame_9863.jpg  1  228 126 33 40
MarioNet64_Color\frame_9864.jpg  1  222 133 40 37
MarioNet64_Color\frame_9865.jpg  1  222 133 40 37
MarioNet64_Color\frame_9866.jpg  1  219 134 38 36
MarioNet64_Color\frame_9867.jpg  1  219 134 39 35
MarioNet64_Color\frame_9868.jpg  1  216 131 36 38
MarioNet64_Color\frame_9869.jpg  1  216 131 36 38
MarioNet64_Color\frame_9870.jpg  1  213 133 38 37
MarioNet64_Color\frame_9871.jpg  1  213 133 38 37
MarioNet64_Color\frame_9872.jpg  1  210 133 43 38
MarioNet64_Color\frame_9873.jpg  1  210 133 43 38
MarioNet64_Color\frame_9874.jpg  1  208 134 44 43
MarioNet64_Color\frame_9875.jpg  1  208 134 44 44
MarioNet64_Color\frame_9876.jpg  1  214 134 40 45
MarioNet64_Color\frame_9877.jpg  1  214 134 40 45
MarioNet64_Color\frame_9878.jpg  1  212 135 45 46
MarioNet64_Color\frame_9879.jpg  1  212 135 45 46
MarioNet64_Color\frame_9880.jpg  1  222 140 39 38
MarioNet64_Color\frame_9881.jpg  1  222 139 39 42
MarioNet64_Color\frame_9882.jpg  1  222 113 43 48
MarioNet64_Color\frame_9883.jpg  1  222 113 43 48
MarioNet64_Color\frame_9884.jpg  1  216 99 50 48
MarioNet64_Color\frame_9885.jpg  1  216 99 50 48
MarioNet64_Color\frame_9886.jpg  1  214 87 51 51
MarioNet64_Color\frame_9887.jpg  1  214 87 51 51
MarioNet64_Color\frame_9888.jpg  1  214 78 44 51
MarioNet64_Color\frame_9889.jpg  1  214 78 44 51
MarioNet64_Color\frame_9890.jpg  1  214 69 46 56
MarioNet64_Color\frame_9891.jpg  1  213 69 47 56
MarioNet64_Color\frame_9892.jpg  1  214 69 53 54
MarioNet64_Color\frame_9893.jpg  1  213 69 54 54
MarioNet64_Color\frame_9894.jpg  1  213 61 55 55
MarioNet64_Color\frame_9895.jpg  1  213 61 55 55
MarioNet64_Color\frame_9896.jpg  1  206 54 61 61
MarioNet64_Color\frame_9897.jpg  1  206 54 61 61
MarioNet64_Color\frame_9898.jpg  1  202 47 63 64
MarioNet64_Color\frame_9899.jpg  1  202 47 63 64
MarioNet64_Color\frame_9900.jpg  1  198 39 60 66
MarioNet64_Color\frame_9901.jpg  1  198 39 60 66
MarioNet64_Color\frame_9902.jpg  1  197 44 64 63
MarioNet64_Color\frame_9903.jpg  1  197 44 64 63
MarioNet64_Color\frame_9904.jpg  1  196 38 62 70
MarioNet64_Color\frame_9905.jpg  1  196 38 62 70
MarioNet64_Color\frame_9906.jpg  1  190 17 69 72
MarioNet64_Color\frame_9907.jpg  1  190 17 69 72
MarioNet64_Color\frame_9908.jpg  1  189 4 70 63
MarioNet64_Color\frame_9909.jpg  1  189 4 70 63
MarioNet64_Color\frame_9910.jpg  1  186 4 76 43
MarioNet64_Color\frame_9911.jpg  1  186 4 76 43
MarioNet64_Color\frame_9912.jpg  1  175 4 78 31
MarioNet64_Color\frame_9913.jpg  1  175 4 78 31
MarioNet64_Color\frame_9914.jpg  1  166 4 76 35
MarioNet64_Color\frame_9915.jpg  1  166 4 76 35
MarioNet64_Color\frame_9916.jpg  1  158 4 77 41
MarioNet64_Color\frame_9917.jpg  1  158 4 77 41
MarioNet64_Color\frame_9918.jpg  1  174 4 79 48
MarioNet64_Color\frame_9919.jpg  1  174 4 79 48
MarioNet64_Color\frame_9920.jpg  1  181 4 79 52
MarioNet64_Color\frame_9921.jpg  1  181 4 79 52
MarioNet64_Color\frame_9922.jpg  1  175 11 85 47
MarioNet64_Color\frame_9923.jpg  1  175 11 85 47
MarioNet64_Color\frame_9924.jpg  2  190 88 35 11  173 16 84 44
MarioNet64_Color\frame_9925.jpg  2  190 88 35 11  173 16 84 44
MarioNet64_Color\frame_9926.jpg  2  180 84 53 19  181 13 69 40
MarioNet64_Color\frame_9927.jpg  2  180 84 53 19  181 13 69 40
MarioNet64_Color\frame_9928.jpg  2  175 78 59 23  175 14 75 32
MarioNet64_Color\frame_9929.jpg  2  175 78 59 21  183 14 69 32
MarioNet64_Color\frame_9930.jpg  2  176 93 65 25  175 24 77 35
MarioNet64_Color\frame_9931.jpg  2  176 93 65 25  175 24 77 35
MarioNet64_Color\frame_9932.jpg  2  167 103 68 26  175 33 77 38
MarioNet64_Color\frame_9933.jpg  2  167 103 68 26  175 33 77 38
MarioNet64_Color\frame_9934.jpg  2  165 108 78 29  175 37 75 41
MarioNet64_Color\frame_9935.jpg  2  165 108 78 29  175 37 75 41
MarioNet64_Color\frame_9936.jpg  2  166 109 86 31  158 38 93 42
MarioNet64_Color\frame_9937.jpg  2  166 109 86 31  158 38 93 42
MarioNet64_Color\frame_9938.jpg  2  160 112 90 41  167 46 75 36
MarioNet64_Color\frame_9939.jpg  2  160 112 90 41  167 46 75 36
MarioNet64_Color\frame_9940.jpg  2  157 100 93 55  168 46 66 24
MarioNet64_Color\frame_9941.jpg  2  158 100 92 55  168 46 66 24
MarioNet64_Color\frame_9942.jpg  1  151 78 103 73
MarioNet64_Color\frame_9943.jpg  1  151 78 103 73
MarioNet64_Color\frame_9944.jpg  1  147 49 107 96
MarioNet64_Color\frame_9945.jpg  1  147 49 107 96
MarioNet64_Color\frame_9946.jpg  1  142 28 109 118
MarioNet64_Color\frame_9947.jpg  1  142 28 109 118
MarioNet64_Color\frame_9948.jpg  1  136 31 116 120
MarioNet64_Color\frame_9949.jpg  1  136 31 116 120
MarioNet64_Color\frame_9950.jpg  2  422 221 11 11  135 37 121 122
MarioNet64_Color\frame_9951.jpg  2  422 221 11 11  135 37 121 122
MarioNet64_Color\frame_9952.jpg  2  417 199 34 20  135 49 124 124
MarioNet64_Color\frame_9953.jpg  2  417 199 33 20  135 49 124 124
MarioNet64_Color\frame_9954.jpg  2  412 190 38 22  135 72 124 126
MarioNet64_Color\frame_9955.jpg  2  412 190 39 21  135 72 124 126
MarioNet64_Color\frame_9956.jpg  2  414 182 35 31  136 100 125 127
MarioNet64_Color\frame_9957.jpg  2  414 182 35 31  136 100 125 127
MarioNet64_Color\frame_9958.jpg  2  415 164 43 36  142 120 127 127
MarioNet64_Color\frame_9959.jpg  2  415 164 43 36  142 120 127 127
MarioNet64_Color\frame_9960.jpg  2  415 142 43 37  147 135 127 126
MarioNet64_Color\frame_9961.jpg  2  415 142 43 37  147 135 127 126
MarioNet64_Color\frame_9962.jpg  2  155 152 126 127  415 125 43 41
MarioNet64_Color\frame_9963.jpg  2  155 152 126 127  415 125 43 41
MarioNet64_Color\frame_9964.jpg  2  166 175 123 126  422 116 36 40
MarioNet64_Color\frame_9965.jpg  2  166 175 123 126  422 117 36 39
MarioNet64_Color\frame_9966.jpg  2  181 189 119 124  418 94 40 45
MarioNet64_Color\frame_9967.jpg  2  181 189 119 124  418 94 40 45
MarioNet64_Color\frame_9968.jpg  2  197 199 117 121  422 78 35 39
MarioNet64_Color\frame_9969.jpg  2  194 199 120 121  422 78 35 39
MarioNet64_Color\frame_9970.jpg  2  209 209 117 118  420 53 45 47
MarioNet64_Color\frame_9971.jpg  2  213 209 113 118  419 53 46 47
MarioNet64_Color\frame_9972.jpg  2  230 228 110 115  420 45 48 47
MarioNet64_Color\frame_9973.jpg  2  230 228 110 115  420 45 48 47
MarioNet64_Color\frame_9974.jpg  2  244 236 108 111  422 29 46 45
MarioNet64_Color\frame_9975.jpg  2  244 236 108 111  422 29 44 45
MarioNet64_Color\frame_9976.jpg  2  260 245 103 108  431 14 39 44
MarioNet64_Color\frame_9977.jpg  2  260 245 103 108  431 14 39 44
MarioNet64_Color\frame_9978.jpg  2  276 260 104 104  429 4 43 47
MarioNet64_Color\frame_9979.jpg  2  276 260 104 104  429 4 43 44
MarioNet64_Color\frame_9980.jpg  2  295 278 99 101  428 4 47 48
MarioNet64_Color\frame_9981.jpg  2  295 278 99 101  428 4 47 48
MarioNet64_Color\frame_9982.jpg  2  306 288 98 92  430 4 45 45
MarioNet64_Color\frame_9983.jpg  2  306 288 98 92  430 4 45 45
MarioNet64_Color\frame_9984.jpg  2  317 277 103 103  426 4 52 43
MarioNet64_Color\frame_9985.jpg  2  317 277 103 103  426 4 52 43
MarioNet64_Color\frame_9986.jpg  2  325 271 107 109  428 4 47 46
MarioNet64_Color\frame_9987.jpg  2  325 271 107 109  428 4 47 46
